code,name,return_code,notes
CE-32957-6,SCE_BGFT_ERROR_INVALID_CONTENTID,0X80990055,"The Content ID specified with ""Download a Package"" >""Content ID"", the id specified with content_list.json, or the Content ID of the package file is of an invalid format. Check the specified Content ID and the Content ID of PARAM.SFO."
CE-32958-7,SCE_BGFT_ERROR_PFS_BITMAP_CORRUPTED,0X80990056,Application could not be started
CE-32959-8,SCE_BGFT_ERROR_BITMAP_CORRUPTED,0X80990057,
CE-32960-0,SCE_BGFT_ERROR_INVALID_METADATA_PARAM,0X80990058,
CE-32961-1,SCE_AV_SETTING_ERROR_NULL_POINTER_ARG,0X809A0001,
CE-32962-2,SCE_AV_SETTING_ERROR_INVALID_ARG,0X809A0002,
CE-32963-3,SCE_AV_SETTING_ERROR_UNKNOWN_DEVICE_ID,0X809A0003,
CE-32964-4,SCE_AV_SETTING_ERROR_NO_DEVICE,0X809A0004,
CE-32965-5,SCE_AV_SETTING_ERROR_UNSUPPORTED_FORMAT,0X809A0005,
CE-32966-6,SCE_AV_SETTING_ERROR_MEMORY,0X809A0006,
CE-32967-7,SCE_AV_SETTING_ERROR_OVER_MAX_NOTIFICATION_CLIENT_NUM,0X809A0010,
CE-32968-8,SCE_AV_SETTING_ERROR_UNKNOWN_NOTIFICATION_CLIENT,0X809A0011,
CE-32969-9,SCE_AV_SETTING_ERROR_SCANIN_ARG,0X809A0080,
CE-32970-1,SCE_AV_SETTING_ERROR_SCANIN_DISABLED,0X809A0081,
CE-32971-2,SCE_AV_SETTING_ERROR_INTERNAL,0X809A00FF,
CE-32972-3,SCE_DEVICE_SERVICE_ERROR_MEMORY,0X809B0004,
CE-32973-4,SCE_DEVICE_SERVICE_ERROR_USER_NOT_LOGIN,0X809B0081,
CE-32974-5,SCE_DEVICE_SERVICE_ERROR_INVALID_PARAM,0X809B0080,
CE-32975-6,SCE_DEVICE_SERVICE_ERROR_INVALID_USER,0X809B0001,
CE-32976-7,SCE_DEVICE_SERVICE_ERROR_INVALID_DEVICE_TYPE,0X809B0002,
CE-32977-8,SCE_DEVICE_SERVICE_ERROR_INVALID_INDEX,0X809B0003,
CE-32978-9,SCE_MBUS_ERROR_INVALID_DEVICE_ID,0X809B0005,
CE-32979-0,SCE_MBUS_ERROR_INVALID_BUS_ID,0X809B0006,
CE-32980-2,SCE_MBUS_ERROR_INVALID_HANDLE,0X809B0007,
CE-32981-3,SCE_MBUS_ERROR_INVALID_SYSTEM_ID,0X809B0008,
CE-32982-4,SCE_DEVICE_SERVICE_ERROR_DRIVER_OVER_MAX,0X809B0083,
CE-32983-5,SCE_DEVICE_SERVICE_ERROR_USER_OVER_MAX,0X809B0082,
CE-32984-6,SCE_DEVICE_SERVICE_ERROR_DEVICE_OVER_MAX,0X809B0084,
CE-32985-7,SCE_DEVICE_SERVICE_ERROR_BUS_OVER_MAX,0X809B0085,
CE-32986-8,SCE_DEVICE_SERVICE_ERROR_PORT_OVER_MAX,0X809B0086,
CE-32987-9,SCE_MBUS_ERROR_CLIENT_OVER_MAX,0X809B0087,
CE-32988-0,SCE_DEVICE_SERVICE_ERROR_INTERNAL,0X809B00FF,
CE-32989-1,SCE_DBRECOVERY_ERROR_INVALID_ARGUMENT,0X809C1100,
CE-32990-3,SCE_DBRECOVERY_ERROR_INVALID_FILE,0X809C1101,
CE-32991-4,SCE_DBRECOVERY_ERROR_FILE_PATH_TOO_LONG,0X809C1102,
CE-32992-5,SCE_DBRECOVERY_ERROR_FILE_IO,0X809C1103,
CE-32993-6,SCE_DBRECOVERY_ERROR_DB_VERSION_NOT_IN_USE,0X809C1104,
CE-32994-7,SCE_DBRECOVERY_ERROR_NO_MEMORY,0X809C1105,
CE-32995-8,SCE_DBRECOVERY_ERROR_SQLITE_IOERR,0X809C1106,
CE-32996-9,SCE_DBRECOVERY_ERROR_SQLITE_CORRUPT,0X809C1107,
CE-32997-0,SCE_DBRECOVERY_ERROR_SQLITE_CANTOPEN,0X809C1108,
CE-32998-1,SCE_DBRECOVERY_ERROR_SQLITE_EMPTY,0X809C1109,
CE-32999-2,SCE_DBRECOVERY_ERROR_SQLITE_FORMAT,0X809C110A,
CE-33000-6,SCE_DBRECOVERY_ERROR_SQLITE_NOTADB,0X809C110B,
CE-33001-7,SCE_DBRECOVERY_ERROR_DBSL_WRONG_SCHEMA,0X809C110C,
CE-33002-8,SCE_DBRECOVERY_ERROR_DBSL_CORRUPTED_FILE,0X809C110D,
CE-33003-9,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_ERROR,0X809C110E,
CE-33004-0,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_IOERR,0X809C110F,
CE-33005-1,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_CORRUPT,0X809C1110,
CE-33006-2,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_CANTOPEN,0X809C1111,
CE-33007-3,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_EMPTY,0X809C1112,
CE-33008-4,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_FORMAT,0X809C1113,
CE-33009-5,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_APP_DB_NOTADB,0X809C1114,
CE-33010-7,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_ERROR,0X809C1115,
CE-33011-8,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_IOERR,0X809C1116,
CE-33012-9,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_CORRUPT,0X809C1117,
CE-33013-0,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_CANTOPEN,0X809C1118,
CE-33014-1,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_EMPTY,0X809C1119,
CE-33015-2,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_FORMAT,0X809C111A,
CE-33016-3,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_NOTADB,0X809C111B,
CE-33017-4,SCE_DBRECOVERY_ERROR_APP_BROWSE_ACCESSOR_CONTENT_DB_ACCOUNT_ID_ERROR,0X809C111C,
CE-33018-5,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_ERROR,0X809C111D,
CE-33019-6,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_IOERR,0X809C111E,
CE-33020-8,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_CORRUPT,0X809C111F,
CE-33021-9,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_CANTOPEN,0X809C1120,
CE-33022-0,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_EMPTY,0X809C1121,
CE-33023-1,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_FORMAT,0X809C1122,
CE-33024-2,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_NOTADB,0X809C1123,
CE-33025-3,SCE_DBRECOVERY_ERROR_AV_CONTENT_ACCESSOR_ACCOUNT_ID_ERROR,0X809C1124,
CE-33026-4,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_ERROR,0X809C1125,
CE-33027-5,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_IOERR,0X809C1126,
CE-33028-6,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_CORRUPT,0X809C1127,
CE-33029-7,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_CANTOPEN,0X809C1128,
CE-33030-9,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_EMPTY,0X809C1129,
CE-33031-0,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_FORMAT,0X809C112A,
CE-33032-1,SCE_DBRECOVERY_ERROR_NOTIFICATION_ACCESSOR_NOTADB,0X809C112B,
CE-33033-2,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_ERROR,0X809C112C,
CE-33034-3,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_IOERR,0X809C112D,
CE-33035-4,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_CORRUPT,0X809C112E,
CE-33036-5,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_CANTOPEN,0X809C112F,
CE-33037-6,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_EMPTY,0X809C1130,
CE-33038-7,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_FORMAT,0X809C1131,
CE-33039-8,SCE_DBRECOVERY_ERROR_POPUP_ACCESSOR_NOTADB,0X809C1132,
CE-33040-0,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_ERROR,0X809C1133,
CE-33041-1,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_IOERR,0X809C1134,
CE-33042-2,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_CORRUPT,0X809C1135,
CE-33043-3,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_CANTOPEN,0X809C1136,
CE-33044-4,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_EMPTY,0X809C1137,
CE-33045-5,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_FORMAT,0X809C1138,
CE-33046-6,SCE_DBRECOVERY_ERROR_AV_CONTENT_MANAGER_NOTADB,0X809C1139,
CE-33047-7,SCE_CONTENT_MANAGER_ERROR_INVALID_ARGUMENT,0X809D0001,
CE-33048-8,SCE_CONTENT_MANAGER_ERROR_FATAL,0X809D0002,
CE-33049-9,SCE_CONTENT_MANAGER_ERROR_NOT_SUPPORTED,0X809D0003,
CE-33050-1,SCE_CONTENT_MANAGER_ERROR_INVALID_USER,0X809D0004,
CE-33051-2,SCE_CONTENT_MANAGER_ERROR_INVALID_APP,0X809D0005,
CE-33052-3,SCE_CONTENT_MANAGER_ERROR_INEXIST_OBJECT,0X809D0006,
CE-33053-4,SCE_CONTENT_MANAGER_ERROR_INVALID_STORAGE,0X809D0007,
CE-33054-5,SCE_CONTENT_MANAGER_ERROR_NO_MEMORY,0X809D0008,
CE-33055-6,SCE_CONTENT_MANAGER_ERROR_NO_RECORD,0X809D0009,
CE-33056-7,SCE_CONTENT_MANAGER_ERROR_NO_PERMISSION,0X809D000A,
CE-33057-8,SCE_CONTENT_MANAGER_ERROR_INVALID_SEARCH_INFO,0X809D000B,
CE-33058-9,SCE_CONTENT_MANAGER_ERROR_INVALID_APP_INFO,0X809D000C,
CE-33059-0,SCE_CONTENT_MANAGER_ERROR_FAILED_CONNECTION,0X809D000D,
CE-33060-2,SCE_CONTENT_MANAGER_ERROR_INVALID_SCHEMA,0X809D000E,
CE-33061-3,SCE_CONTENT_MANAGER_ERROR_NOT_IMPLEMENTED,0X809D000F,
CE-33062-4,SCE_CONTENT_MANAGER_ERROR_NO_ITERATOR,0X809D0010,
CE-33063-5,SCE_CONTENT_MANAGER_ERROR_UNKNOWN_TABLE,0X809D0011,
CE-33064-6,SCE_CONTENT_MANAGER_ERROR_OVER_NUM_OF_RESULT,0X809D0012,
CE-33065-7,SCE_CONTENT_MANAGER_ERROR_FILE_IO_RESULT,0X809D0013,
CE-33066-8,SCE_CONTENT_MANAGER_ERROR_CANCELED,0X809D0014,
CE-33067-9,SCE_CONTENT_MANAGER_ERROR_BUSY,0X809D0015,
CE-33068-0,SCE_CONTENT_MANAGER_ERROR_NOT_OPERATED,0X809D0016,
CE-33069-1,SCE_CONTENT_EXPORT_ERROR_CANCELED,0X809D3001,Canceled
CE-33070-3,SCE_CONTENT_EXPORT_ERROR_NOTACCEPT,0X809D3002,Not Accept
CE-33071-4,SCE_CONTENT_EXPORT_ERROR_BUSY,0X809D3003,Busy
CE-33072-5,SCE_CONTENT_EXPORT_ERROR_NOINIT,0X809D3004,No Initialize
CE-33073-6,SCE_CONTENT_EXPORT_ERROR_MULTIPLEINIT,0X809D3005,Multiple Initialize
CE-33074-7,SCE_CONTENT_EXPORT_ERROR_NOMEM,0X809D3006,No Memory
CE-33075-8,SCE_CONTENT_EXPORT_ERROR_FILE_NOT_FOUND,0X809D3011,File Not Found
CE-33076-9,SCE_CONTENT_EXPORT_ERROR_NOT_SUPPORTED_FORMAT,0X809D3012,Not Supported Format
CE-33077-0,SCE_CONTENT_EXPORT_ERROR_LARGE_TITLE,0X809D3013,Large Title
CE-33078-1,SCE_CONTENT_EXPORT_ERROR_LARGE_COMMENT,0X809D3015,Large Comment
CE-33079-2,SCE_CONTENT_EXPORT_ERROR_INVALDPARAM,0X809D3016,Invalid Parameter
CE-33080-4,SCE_CONTENT_EXPORT_ERROR_DISKFULL,0X809D3017,Disk Full
CE-33081-5,SCE_CONTENT_EXPORT_ERROR_EXECUTION_MAX,0X809D3018,Execution Max
CE-33082-6,SCE_GV_MP4_PARSER_ERROR_INVALID_ARGUMENT,0X809D4200,
CE-33083-7,SCE_GV_MP4_PARSER_ERROR_FATAL,0X809D4201,
CE-33084-8,SCE_GV_MP4_PARSER_ERROR_NO_EXIST,0X809D4202,
CE-33085-9,SCE_GV_MP4_PARSER_ERROR_NOT_EXIST_FILE,0X809D4203,
CE-33086-0,SCE_GV_MP4_PARSER_ERROR_NO_MEMORY,0X809D4204,
CE-33087-1,SCE_GV_MP4_PARSER_ERROR_NO_ITEMS,0X809D4205,
CE-33088-2,SCE_GV_MP4_PARSER_ERROR_GEN_CANCELED,0X809D4206,
CE-33089-3,SCE_GV_MP4_PARSER_ERROR_FS_OP,0X809D4207,
CE-33090-5,SCE_GV_MP4_PARSER_ERROR_FILE_NOT_OPEN,0X809D4208,
CE-33091-6,SCE_GV_MP4_PARSER_ERROR_INVALID_FILE,0X809D4209,
CE-33092-7,SCE_GV_MP4_PARSER_ERROR_GEN_SKIPPED,0X809D420A,
CE-33093-8,SCE_GV_MP4_PARSER_ERROR_INVALID_OPERATION,0X809D420B,
CE-33094-9,SCE_ABSTRACTSTORAGE_ERROR_NG,0X809E0001,
CE-33095-0,SCE_ABSTRACTSTORAGE_ERROR_NO_IMPL,0X809E0002,
CE-33096-1,SCE_ABSTRACTSTORAGE_ERROR_ALREADY,0X809E0003,
CE-33097-2,SCE_ABSTRACTSTORAGE_ERROR_UNREGIST,0X809E0004,
CE-33098-3,SCE_ABSTRACTSTORAGE_ERROR_NOSUPPORT,0X809E0005,
CE-33099-4,SCE_ABSTRACTSTORAGE_ERROR_NOMEM,0X809E0006,
CE-33100-7,SCE_ABSTRACTSTORAGE_ERROR_SERVICE,0X809E0007,
CE-33101-8,SCE_ABSTRACTSTORAGE_ERROR_NOTFOUND,0X809E0101,
CE-33102-9,SCE_ABSTRACTSTORAGE_ERROR_GET_ACCESSTOKEN,0X809E0201,
CE-33103-0,SCE_ABSTRACTSTORAGE_ERROR_HTTP,0X809E0202,
CE-33104-1,SCE_ABSTRACTSTORAGE_ERROR_INVALID_PARAM,0X809E0203,
CE-33105-2,SCE_SAVE_DATA_ERROR_PARAMETER,0X809F0000,Set the wrong parameter
CE-33106-3,SCE_SAVE_DATA_ERROR_NOT_INITIALIZED,0X809F0001,Not initialized save data library yet
CE-33107-4,SCE_SAVE_DATA_ERROR_OUT_OF_MEMORY,0X809F0002,Out of memory
CE-33108-5,SCE_SAVE_DATA_ERROR_BUSY,0X809F0003,Savedata directory has already been mounted
CE-33109-6,SCE_SAVE_DATA_ERROR_NOT_MOUNTED,0X809F0004,Savedata directory is not mounted
CE-33110-8,SCE_SAVE_DATA_ERROR_NO_PERMISSION,0X809F0005,Savedata permission denied
CE-33111-9,SCE_SAVE_DATA_ERROR_FINGERPRINT_MISMATCH,0X809F0006,Savedata fingerprint mismatch
CE-33112-0,SCE_SAVE_DATA_ERROR_EXISTS,0X809F0007,Savedata already exists
CE-33113-1,SCE_SAVE_DATA_ERROR_NOT_FOUND,0X809F0008,Savedata not found
CE-33114-2,SCE_SAVE_DATA_ERROR_NO_SPACE,0X809F0009,Not enough space for writing savedata at mount point
CE-33115-3,SCE_SAVE_DATA_ERROR_NO_SPACE_FS,0X809F000A,Not enough space for mounting savedata at file system
CE-33116-4,SCE_SAVE_DATA_ERROR_INTERNAL,0X809F000B,Internal error
CE-33117-5,SCE_SAVE_DATA_ERROR_MOUNT_FULL,0X809F000C,Reached mount max
CE-33118-6,SCE_SAVE_DATA_ERROR_BAD_MOUNTED,0X809F000D,Not mounted for writing
CE-33119-7,SCE_SAVE_DATA_ERROR_FILE_NOT_FOUND,0X809F000E,File not found
CE-33120-9,SCE_SAVE_DATA_ERROR_BROKEN,0X809F000F,Savedata broken
CE-33121-0,SCE_SAVE_DATA_ERROR_MOUNT_INHIBIT,0X809F0010,Inhibit during mount
CE-33122-1,SCE_SAVE_DATA_ERROR_INVALID_LOGIN_USER,0X809F0011,Invalid login user
CE-33123-2,SCE_SAVE_DATA_ERROR_ABORT,0X809FA000,
CE-33124-3,SCE_SAVE_DATA_ERROR_UNSUPPORTED,0X809FA001,
CE-33125-4,SCE_GAME_LIVE_STREAMING_ERROR_UNKNOWN,0X80A00001,Unknown error
CE-33126-5,SCE_GAME_LIVE_STREAMING_ERROR_INVALID_PARAM,0X80A00002,Invalid parameter
CE-33127-6,SCE_GAME_LIVE_STREAMING_ERROR_INVALID_STATUS,0X80A00003,Not callable status
CE-33128-7,SCE_GAME_LIVE_STREAMING_ERROR_NOT_INITIALIZED,0X80A00004,Game live streaming Not initialized
CE-33129-8,SCE_GAME_LIVE_STREAMING_ERROR_ENCODER,0X80A00005,Encoder error
CE-33130-0,SCE_GAME_LIVE_STREAMING_ERROR_OUT_OF_MEMORY,0X80A00006,Out of memory
CE-33131-1,SCE_GLS_ERROR_OUT_OF_MEMORY,0X80A00101,
CE-33132-2,SCE_GLS_ERROR_NOT_SUPPORTED,0X80A00102,
CE-33133-3,SCE_GLS_ERROR_NOT_FOUND,0X80A00103,
CE-33134-4,SCE_GLS_ERROR_NOT_IMPLEMENTED,0X80A00104,
CE-33135-5,SCE_GLS_ERROR_NOT_INITIALIZED,0X80A00105,
CE-33136-6,SCE_GLS_ERROR_INVALID_ARG,0X80A00106,
CE-33137-7,SCE_GLS_ERROR_INVALID_SIZE,0X80A00107,
CE-33138-8,SCE_GLS_ERROR_INVALID_VALUE,0X80A00108,
CE-33139-9,SCE_GLS_ERROR_INVALID_POINTER,0X80A00109,
CE-33140-1,SCE_GLS_ERROR_INVALID_ID,0X80A0010A,
CE-33141-2,SCE_GLS_ERROR_INVALID_STATUS,0X80A0010B,
CE-33142-3,SCE_GLS_ERROR_ALREADY,0X80A0010C,
CE-33143-4,SCE_GLS_ERROR_THREAD,0X80A0010D,
CE-33144-5,SCE_GLS_ERROR_TIME_OUT,0X80A0010E,
CE-33145-6,SCE_GLS_ERROR_ABORTED,0X80A0010F,
CE-33146-7,SCE_GLS_ERROR_CAPACITY_EXCEEDED,0X80A00110,
CE-33147-8,SCE_GLS_ERROR_WRITE,0X80A00111,
CE-33148-9,SCE_GLS_ERROR_QUEUE_IS_NOT_AVAILABLE,0X80A00112,
CE-33149-0,SCE_GLS_ERROR_UNKNOWN_BE_ERROR,0X80A00201,
CE-33150-2,SCE_GLS_ERROR_BE,0X80A00202,
CE-33151-3,SCE_GLS_ERROR_UNKNOWN_BE_NOTIFY,0X80A00203,
CE-33152-4,SCE_GLS_ERROR_FB_NOT_SIGNIN,0X80A00301,
CE-33153-5,SCE_GLS_ERROR_TW_NOT_SIGNIN,0X80A00302,
CE-33154-6,SCE_GLS_ERROR_NO_MSG,0X80A00303,
CE-33155-7,SCE_SYSTEM_SERVICE_ERROR_INTERNAL,0X80A10001,Unexpected internal error occurs
CE-33156-8,SCE_SYSTEM_SERVICE_ERROR_UNAVAILABLE,0X80A10002,The system service is not available
CE-33157-9,SCE_SYSTEM_SERVICE_ERROR_PARAMETER,0X80A10003,Parameter is invalid
CE-33158-0,SCE_SYSTEM_SERVICE_ERROR_NO_EVENT,0X80A10004,There's no event to receive
CE-33159-1,SCE_SYSTEM_SERVICE_ERROR_REJECTED,0X80A10005,The function is rejected
CE-33160-3,SCE_SYSTEM_SERVICE_ERROR_NEED_DISPLAY_SAFE_AREA_SETTINGS,0X80A10006,Safe area information have not adjusted
CE-33161-4,SCE_CTRLP_ERROR_INVALID_ARGUMENT,0X80A20001,
CE-33162-5,SCE_CTRLP_ERROR_NOT_SUPPORTED,0X80A20002,
CE-33163-6,SCE_CTRLP_ERROR_RESOURCE_SHORTAGE,0X80A20003,
CE-33164-7,SCE_CTRLP_ERROR_ILLEGAL_PARAMETER_VALUE,0X80A20004,
CE-33165-8,SCE_CTRLP_ERROR_NOT_STARTED,0X80A20005,
CE-33166-9,SCE_CTRLP_ERROR_NOT_CTRLPDATA,0X80A20006,
CE-33167-0,SCE_CTRLP_ERROR_BUSY,0X80A20007,
CE-33168-1,SCE_CTRLP_ERROR_COPYOUT_FAILED,0X80A20008,
CE-33169-2,SCE_CTRLP_ERROR_COPYIN_FAILED,0X80A20009,
CE-33170-4,SCE_APP_INSTALLER_ERROR_UNKNOWN,0X80A30001,
CE-33171-5,SCE_APP_INSTALLER_ERROR_NOSPACE,0X80A30002,
CE-33172-6,SCE_APP_INSTALLER_ERROR_PARAM,0X80A30003,
CE-33173-7,SCE_APP_INSTALLER_ERROR_APP_NOT_FOUND,0X80A30004,
CE-33174-8,SCE_APP_INSTALLER_ERROR_DISC_NOT_INSERTED,0X80A30005,
CE-33175-9,SCE_APP_INSTALLER_ERROR_PKG_INVALID_DRM_TYPE,0X80A30006,
CE-33176-0,SCE_APP_INSTALLER_ERROR_OUT_OF_MEMORY,0X80A30007,
CE-33177-1,SCE_APP_INSTALLER_ERROR_APP_BROKEN,0X80A30008,
CE-33178-2,SCE_APP_INSTALLER_ERROR_PKG_INVALID_CONTENT_TYPE,0X80A30009,
CE-33179-3,SCE_APP_INSTALLER_ERROR_USED_APP_NOT_FOUND,0X80A3000A,Application is not found // Retry after the installation is completed. Installation of Add-Ons fails until the installation of application installation is complete.
CE-33180-5,SCE_APP_INSTALLER_ERROR_ADDCONT_BROKEN,0X80A3000B,
CE-33181-6,SCE_APP_INST_UTIL_ERROR_NOT_INITIALIZED,0X80A31000,
CE-33182-7,SCE_APP_INST_UTIL_ERROR_OUT_OF_MEMORY,0X80A31001,
CE-33183-8,SCE_PROCESS_STARTER_ERROR_INVALID_ARGUMENT,0X80A40001,
CE-33184-9,SCE_PROCESS_STARTER_ERROR_NO_GAME_RUNNING,0X80A40002,
CE-33185-0,SCE_PROCESS_STARTER_ERROR_OUT_OF_MEMORY,0X80A40003,
CE-33186-1,SCE_PROCESS_STARTER_ERROR_KEY_NOT_FOUND,0X80A40004,
CE-33187-2,SCE_PROCESS_STARTER_ERROR_NOT_GAME_MINIAPP_APPRICATION,0X80A40005,
CE-33188-3,SCE_PROCESS_STARTER_ERROR_INSUFFICIENT_BUFFER,0X80A40006,
CE-33189-4,SCE_PROCESS_STARTER_ERROR_MOUNT_FULL,0X80A40007,
CE-33190-6,SCE_PROCESS_STARTER_ERROR_APPLICATION_ALLREADY_RUNNING,0X80A40008,
CE-33191-7,SCE_PROCESS_STARTER_ERROR_NO_DISC_INSERT,0X80A40009,
CE-33192-8,SCE_PROCESS_STARTER_ERROR_UNSUPPORTED_DATA,0X80A4000A,
CE-33193-9,SCE_PROCESS_STARTER_ERROR_BD_DATA_CORRUPTED,0X80A4000B,
CE-33194-0,SCE_PROCESS_STARTER_ERROR_HDD_DATA_CORRUPTED,0X80A4000C,
CE-33195-1,SCE_PROCESS_STARTER_ERROR_REGION_RESTRICTION,0X80A4000D,
CE-33196-2,SCE_PROCESS_STARTER_ERROR_PARENTAL,0X80A4000E,
CE-33197-3,SCE_PROCESS_STARTER_ERROR_LOGOUT_LAUNCH_USER,0X80A4000F,
CE-33198-4,SCE_PROCESS_STARTER_ERROR_NO_SPACE,0X80A40010,
CE-33199-5,SCE_PROCESS_STARTER_ERROR_NEED_SYSTEM_UPDATE,0X80A40011,"You must Update your System to Version 1.06 or higher. Actual Version: 1.01 If Applications are running, choose [update later] and save your progress in the Application."
CE-33200-8,SCE_PROCESS_STARTER_ERROR_UNDER_CONSTRUCTION,0X80A40012,
CE-33201-9,SCE_PROCESS_STARTER_ERROR_UNDER_UPDATING,0X80A40013,
CE-33202-0,SCE_PROCESS_STARTER_ERROR_REQUIRED_PATCH_IS_DOWNLOADING,0X80A40014,
CE-33203-1,SCE_PROCESS_STARTER_ERROR_NO_REQUIRED_PATCH_DOWNLOADED,0X80A40015,
CE-33204-2,SCE_PROCESS_STARTER_ERROR_REQUIRED_PATCH_DOWNLOADED,0X80A40016,
CE-33205-3,SCE_PROCESS_STARTER_ERROR_FS_MOUNT,0X80A40017,
CE-33206-4,SCE_PROCESS_STARTER_ERROR_ALLREADY_MOUNTED,0X80A40018,
CE-33207-5,SCE_PROCESS_STARTER_ERROR_INVALID_SERVICE_LABEL,0X80A40019,
CE-33208-6,SCE_PROCESS_STARTER_ERROR_REQIRED_PSN_SIGNUP,0X80A40020,
CE-33209-7,SCE_PROCESS_STARTER_ERROR_NOT_MOUNTED,0X80A40021,
CE-33210-9,SCE_VSH_AVCAP_ERROR_EINVAL,0X80A70001,Invalid argument
CE-33211-0,SCE_VSH_AVCAP_ERROR_EAGAIN,0X80A70002,Resource temporarily unavailable
CE-33212-1,SCE_VSH_AVCAP_ERROR_ENOMEM,0X80A70003,Not enough core
CE-33213-2,SCE_VSH_AVCAP_ERROR_ERESET,0X80A70004,Resource reset
CE-33214-3,SCE_VSH_AVCAP_ERROR_ENOSPC,0X80A70005,No space left on device
CE-33215-4,SCE_VSH_AVCAP_ERROR_EEMPTY,0X80A70006,No data is available
CE-33216-5,SCE_VSH_AVCAP_ERROR_ENFILE,0X80A70007,File table overflow
CE-33217-6,SCE_VSH_AVCAP_ERROR_EBUSY,0X80A70008,Device busy
CE-33218-7,SCE_VSH_AVCAP_ERROR_EINTR,0X80A70009,Process Interrupted
CE-33219-8,SCE_VIDEO_RECORDING_ERROR_OUT_OF_MEMORY,0X80A80001,Insufficient memory
CE-33220-0,SCE_VIDEO_RECORDING_ERROR_FATAL,0X80A80002,Fatal error
CE-33221-1,SCE_VIDEO_RECORDING_ERROR_INVALID_VALUE,0X80A80003,Specified parameter is not appropriate
CE-33222-2,SCE_VIDEO_RECORDING_ERROR_FILE_OPEN,0X80A80004,File open error
CE-33223-3,SCE_VIDEO_RECORDING_ERROR_FILE_WRITE,0X80A80005,File write error
CE-33224-4,SCE_VIDEO_RECORDING_ERROR_INVALID_STATE,0X80A80006,Function not called in a proper state
CE-33225-5,SCE_VIDEO_RECORDING_ERROR_INTERRUPTED,0X80A80007,Recording is interrupted
CE-33226-6,SCE_M4AAC_ENC_ERROR_INTERNAL_ERROR,0X80A90000,internal error
CE-33227-7,SCE_M4AAC_ENC_ERROR_INVALID_HANDLE,0X80A90001,invalid handle
CE-33228-8,SCE_M4AAC_ENC_ERROR_INVALID_PTR,0X80A90002,invalid pointer
CE-33229-9,SCE_M4AAC_ENC_ERROR_INVALID_CHANNEL,0X80A90003,invalid channel
CE-33230-1,SCE_M4AAC_ENC_ERROR_INVALID_SAMPLING_RATE,0X80A90004,invalid sampling rate
CE-33231-2,SCE_M4AAC_ENC_ERROR_INVALID_BIT_RATE,0X80A90005,invalid bit rate
CE-33232-3,SCE_M4AAC_ENC_ERROR_INVALID_INPUT_FORMAT,0X80A90006,invalid input format
CE-33233-4,SCE_M4AAC_ENC_ERROR_INVALID_OUTPUT_FORMAT,0X80A90007,invalid output format
